GPSTime, DeviceTime, Longitude,Latitude,GPSSpeed(Meters/second),HorizontalDilutionofPrecision,Altitude,Bearing,G(x),G(y),G(z),G(calibrated),EngineRPM(rpm),EngineLoad(%),Speed(OBD)(km/h),ThrottlePosition(Manifold)(%),KilometersPerLitre(Instant)(kpl),GPSAltitude(m)
Tue May 28 08:37:38 GMT+02:00 2019,37:37.6,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.20069885,-1.2793884,9.743759,0.017697327,2402.25,37.64706039,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:37.7,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.564621,-1.0184326,9.695877,0.011789886,2402.25,37.64706039,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:37.8,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.6388397,-0.9178772,8.960861,-0.060472667,2402.25,37.64706039,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:37.9,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.23422241,-0.7766113,9.918533,0.0334391,2402.25,37.64706039,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:38 GMT+02:00 2019,37:38.0,11.16676289,43.41062185,20.87,6.432,258.4446411,116.4,-0.47842407,-1.0208282,9.449265,-0.005407547,2402.25,50.58823776,77,18.03921509,17.50854301,258.4446411
Tue May 28 08:37:39 GMT+02:00 2019,37:38.1,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,-0.20309448,-0.94659424,9.798828,0.005721096,2402.25,50.58823776,77,18.03921509,17.50854301,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:38.2,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,-0.38026428,-0.8412628,9.226608,-0.035772562,2402.25,50.58823776,77,18.03921509,17.50854301,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:38.3,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,-0.38505554,-0.9657593,10.354279,0.020857386,2402.25,50.58823776,77,18.03921509,17.50854301,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:38.4,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,-0.44969177,-0.960968,10.148376,0.017587328,2402.25,50.58823776,77,18.03921509,17.50854301,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:38.5,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,0.20631409,-0.74308777,8.989578,0.016230421,2402.25,50.58823776,77,22.74509811,17.50854301,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:38.6,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,-0.09535217,-0.3336792,9.545044,-0.007365942,2402.25,50.58823776,77,22.74509811,17.50854301,258.5739746
Tue May 28 08:37:39 GMT+02:00 2019,37:38.7,11.16702212,43.41053028,22.04,7.504,258.5739746,116.2,-0.10253906,-0.64971924,9.54744,-0.001524265,2402.25,50.58823776,77,22.74509811,17.50854301,258.5739746
